Year,CBSA,CO 2nd Max 1-hr,CO 2nd Max 8-hr,NO2 98th Percentile 1-hr,NO2 Mean 1-hr,Ozone 2nd Max 1-hr,Ozone 4th Max 8-hr,SO2 99th Percentile 1-hr,SO2 2nd Max 24-hr,SO2 Mean 1-hr,PM2.5 98th Percentile 24-hr,PM2.5 Weighted Mean 24-hr,PM10 2nd Max 24-hr,PM10 Mean 24-hr,Lead Max 3-Mo Avg
2018,"Atlantic City-Hammonton, NJ",.,.,.,.,0.07,0.063,2,1,0,15,6.7,.,.,.
2018,"Augusta-Richmond County, GA-SC",.,.,.,.,0.09,0.066,64,8,1,29,9.9,33,13,.
2018,"Augusta-Waterville, ME",.,.,28,3,0.07,0.06,6,3,0,13,5.2,28,10,.
2018,"Austin-Round Rock, TX",2.3,1.3,46,12,0.08,0.072,2,1,0,23,10.2,82,23,.
2018,"Bakersfield, CA",1.8,1.1,51,13,0.12,0.096,.,.,.,96,18.1,171,54,.
2018,"Baltimore-Columbia-Towson, MD",1.8,1.3,48,16,0.1,0.075,12,4,1,21,9.6,33,14,.
2018,"Bangor, ME",.,.,.,.,0.07,0.056,.,.,.,14,5.2,43,14,.
2018,"Baraboo, WI",.,.,.,.,0.07,0.067,.,.,.,18,6.6,32,10,.
2018,"Barnstable Town, MA",.,.,.,.,0.09,0.071,.,.,.,.,.,.,.,.
2018,"Baton Rouge, LA",2.2,1.7,44,10,0.1,0.074,29,6,2,25,10.3,84,27,0.01
2018,"Bay City, MI",.,.,.,.,.,.,.,.,.,18,7.1,.,.,.
2018,"Beaumont-Port Arthur, TX",0.7,0.5,35,6,0.1,0.073,61,13,1,26,10.5,.,.,.
2018,"Beaver Dam, WI",0.4,0.3,.,.,0.08,0.069,.,.,.,23,7.5,38,12,.
2018,"Bellingham, WA",.,.,.,.,0.08,0.062,101,28,4,24,5.3,.,.,.
2018,"Bemidji, MN",.,.,.,.,.,.,.,.,.,19,6.2,.,.,.
2018,"Bennington, VT",.,.,.,.,0.07,0.065,.,.,.,15,6,.,.,.
2018,"Berlin, NH-VT",.,.,.,.,0.08,0.069,.,.,.,.,.,.,.,.
2018,"Big Spring, TX",.,.,.,.,.,.,99,39,4,.,.,.,.,.
2018,"Billings, MT",.,.,.,.,.,.,22,5,2,28,8.4,.,.,.
2018,"Birmingham-Hoover, AL",1.7,1.3,45,11,0.09,0.069,72,20,3,23,10.3,59,21,.
2018,"Bishop, CA",1.4,1.2,.,.,0.09,0.078,.,.,.,44,7.4,353,26,.
2018,"Bismarck, ND",0.7,0.4,34,5,0.07,0.063,10,3,1,30,8.6,96,20,.
2018,"Blacksburg-Christiansburg-Radford, VA",.,.,.,.,0.07,0.063,66,17,2,.,.,.,.,0
2018,"Bloomington, IL",.,.,.,.,0.08,0.068,.,.,.,20,9.7,.,.,.
2018,"Bloomington, IN",.,.,.,.,0.08,0.066,.,.,.,23,8.2,.,.,.
2018,"Boise City, ID",4.6,1.6,.,.,0.09,0.068,3,1,0,33,9.4,73,21,.
2018,"Borger, TX",.,.,.,.,.,.,214,69,7,.,.,.,.,.
2018,"Boston-Cambridge-Newton, MA-NH",1.1,0.7,48,13,0.09,0.071,14,5,1,21,10.1,31,9,.
2018,"Boulder, CO",.,.,.,.,0.1,0.077,.,.,.,22,6.8,57,21,.
2018,"Bowling Green, KY",0.3,0.3,.,.,0.07,0.062,5,2,0,18,8.1,.,.,.
2018,"Bozeman, MT",1.7,0.7,.,2,.,.,.,.,.,25,3.5,.,.,.
2018,"Brainerd, MN",.,.,.,.,0.06,0.06,.,.,.,17,5.5,.,.,.
2018,"Bremerton-Silverdale, WA",.,.,.,.,.,.,.,.,.,24,4.8,.,.,.
2018,"Bridgeport-Stamford-Norwalk, CT",2.4,1.4,40,9,0.12,0.086,6,2,0,20,7.9,34,14,.
2018,"Brookings, SD",.,.,.,.,0.08,0.067,.,.,.,12,4.7,70,18,.
2018,"Brownsville-Harlingen, TX",.,.,.,.,0.06,0.059,.,.,.,.,.,.,.,.
2018,"Brunswick, GA",.,.,.,.,0.07,0.06,.,.,.,.,.,.,.,.
2018,"Buffalo-Cheektowaga-Niagara Falls, NY",1.1,0.7,47,10,0.08,0.069,7,2,0,19,7.6,35,14,.
2018,"Burlington-South Burlington, VT",0.7,0.6,27,6,0.07,0.062,1,1,0,16,6.5,20,6,.
2018,"Butte-Silver Bow, MT",.,.,.,.,.,.,.,.,.,22,7.6,66,20,.
2018,"Cadillac, MI",.,.,8,1,0.08,0.068,.,.,.,16,5.4,.,.,.
2018,"Cambridge, MD",.,.,.,.,0.08,0.068,4,1,.,14,5.8,.,.,.
2018,"Canton-Massillon, OH",1.9,1,.,.,0.08,0.07,.,.,.,22,9.1,.,.,0.2
2018,"Cape Coral-Fort Myers, FL",.,.,.,.,0.07,0.065,.,.,.,.,.,.,.,.
2018,"Carlsbad-Artesia, NM",.,.,30,5,0.1,0.083,.,.,.,.,.,.,.,.
2018,"Carson City, NV",.,.,.,.,0.09,0.071,.,.,.,42,7.1,.,.,.
2018,"Casper, WY",.,.,37,5,0.07,0.065,19,7,2,16,6,31,14,.
2018,"Cedar City, UT",.,.,.,.,0.08,0.067,.,.,.,14,4.8,.,.,.
2018,"Cedar Rapids, IA",1,0.9,.,.,0.08,0.069,28,9,1,23,8.6,54,20,.
2018,"Chambersburg-Waynesboro, PA",.,.,.,.,0.07,0.059,.,.,.,.,.,.,.,.
2018,"Champaign-Urbana, IL",0.3,0.3,.,.,0.08,0.072,3,2,1,18,8.2,.,.,.
2018,"Charleston, WV",1.2,0.8,.,.,0.08,0.066,5,2,0,16,7.6,.,.,.
2018,"Charleston-North Charleston, SC",.,.,.,1,0.07,0.06,13,4,0,14,6.8,31,14,.
2018,"Charlotte-Concord-Gastonia, NC-SC",1.8,1.3,35,10,0.08,0.07,3,1,0,16,8.4,58,15,.
2018,"Charlottesville, VA",.,.,.,.,0.07,0.062,.,.,.,14,6.2,.,.,.
2018,"Chattanooga, TN-GA",.,.,.,.,0.08,0.064,.,.,.,17,9.1,.,.,.
2018,"Cheyenne, WY",0.4,0.4,34,4,0.08,0.068,3,1,0,14,4.9,44,13,.
2018,"Chicago-Naperville-Elgin, IL-IN-WI",3.4,1.6,61,18,0.1,0.084,28,8,2,27,11.2,76,23,0.01
2018,"Chico, CA",19.3,6.4,36,7,0.1,0.084,.,.,.,61,13.7,338,31,.
2018,"Cincinnati, OH-KY-IN",4.3,1.7,41,19,0.09,0.08,24,7,1,23,11.1,83,37,.
2018,"Claremont-Lebanon, NH-VT",.,.,.,.,0.07,0.061,.,.,.,16,6.2,.,.,.
2018,"Clarksburg, WV",.,.,.,.,.,.,.,.,.,15,7.1,.,.,.
2018,"Clarksville, TN-KY",.,.,.,.,0.07,0.062,.,.,.,16,8.2,.,.,.
2018,"Clearlake, CA",.,.,.,.,0.07,0.053,.,.,.,72,9.3,89,16,.
2018,"Cleveland, MS",.,.,.,.,0.08,0.069,.,.,.,.,.,.,.,.
2018,"Cleveland-Elyria, OH",4.7,3.1,49,11,0.09,0.076,53,11,1,28,11.1,74,30,0.06
2018,"Clinton, IA",.,.,.,.,0.08,0.067,25,9,1,21,9,.,.,.
2018,"Colorado Springs, CO",2.4,1.5,.,.,0.08,0.073,9,3,1,16,6.2,36,19,.
2018,"Columbia, MO",.,.,.,.,0.08,0.063,.,.,.,.,.,.,.,.
2018,"Columbia, SC",0.9,0.6,.,.,0.07,0.063,2,1,0,17,7.7,.,.,.
2018,"Columbus, GA-AL",.,.,.,.,0.07,0.061,.,.,.,28,9.2,.,.,0.04
2018,"Columbus, IN",.,.,.,.,0.08,0.069,.,.,.,18,7.3,.,.,.
2018,"Columbus, OH",1.7,1.2,44,10,0.08,0.067,.,.,0,24,9.1,.,.,0.01
2018,"Concord, NH",.,.,.,.,0.07,0.06,15,7,1,.,.,.,.,.
2018,"Cookeville, TN",.,.,.,.,.,.,.,.,.,15,6.9,.,.,.
2018,"Corning, NY",0.3,0.3,.,.,0.07,0.064,2,1,0,15,5.4,.,.,.
2018,"Corpus Christi, TX",.,.,.,.,0.07,0.061,5,2,0,29,8.1,79,20,.
2018,"Corsicana, TX",.,.,28,4,0.08,0.067,141,24,2,.,.,.,.,.
2018,"Craig, CO",.,.,.,.,0.07,0.064,.,.,.,.,.,.,.,.
2018,"Crestview-Fort Walton Beach-Destin, FL",.,.,.,.,0.07,0.061,.,.,.,.,.,54,14,.
2018,"Cullowhee, NC",.,.,.,.,.,.,.,.,.,16,6.6,.,.,.
2018,"Cumberland, MD-WV",.,.,.,.,.,.,203,54,3,.,.,.,.,.
2018,"Dallas-Fort Worth-Arlington, TX",1.8,1.2,43,11,0.1,0.082,8,4,0,28,9.7,.,.,0.01
2018,"Dalton, GA",.,.,.,.,0.07,0.064,.,.,.,.,.,.,.,.
2018,"Daphne-Fairhope-Foley, AL",.,.,.,.,0.08,0.064,.,.,.,.,.,.,.,.
2018,"Davenport-Moline-Rock Island, IA-IL",0.9,0.7,30,6,0.08,0.071,5,2,1,21,8.8,140,39,.
2018,"Dayton, OH",2.6,1,.,.,0.09,0.073,9,5,0,21,9.2,30,16,.
2018,"Decatur, AL",.,.,.,.,0.08,0.066,.,.,.,16,7.4,.,.,.
2018,"Decatur, IL",.,.,.,.,0.08,0.069,89,37,3,22,10.4,.,.,.
2018,"Deltona-Daytona Beach-Ormond Beach, FL",.,.,.,.,0.07,0.064,.,.,.,12,7.2,34,15,.
2018,"Deming, NM",.,.,.,.,.,.,.,.,.,.,.,186,21,.
2018,"Denver-Aurora-Lakewood, CO",4,2.9,70,27,0.1,0.083,8,4,1,37,10.2,146,36,.
2018,"Des Moines-West Des Moines, IA",1.4,0.8,34,7,0.08,0.065,1,0,0,19,8,43,18,.
2018,"Detroit-Warren-Dearborn, MI",3.1,2.4,43,16,0.09,0.077,82,26,2,29,11.9,123,29,0.08
2018,"Dickinson, ND",.,.,.,.,0.07,0.061,.,.,1,19,4.3,.,.,.
2018,"Dodge City, KS",.,.,.,.,.,.,.,.,.,.,.,140,24,.
2018,"Dothan, AL",.,.,.,.,0.07,0.061,.,.,.,17,7.7,.,.,.
2018,"Douglas, GA",.,.,.,.,.,.,.,.,.,13,5.9,.,.,.
2018,"Dover, DE",.,.,.,.,0.08,0.067,.,.,.,16,6.6,.,.,.
2018,"DuBois, PA",.,.,.,.,0.07,0.064,.,.,.,.,.,.,.,.
2018,"Duluth, MN-WI",.,.,.,.,0.07,0.059,.,.,.,25,5.7,89,29,0.01
2018,"Durango, CO",1.1,0.6,26,5,0.08,0.071,.,.,.,.,.,.,.,.
2018,"Durant, OK",.,.,.,.,0.08,0.067,.,.,.,.,.,.,.,.
2018,"Durham-Chapel Hill, NC",.,.,.,.,0.08,0.063,25,5,0,17,8.9,29,12,.
2018,"Dyersburg, TN",.,.,.,.,.,.,.,.,.,15,7.4,.,.,.
2018,"East Stroudsburg, PA",.,.,.,.,0.07,0.07,.,.,.,.,.,.,.,.
2018,"Eau Claire, WI",.,.,.,.,0.07,0.066,.,.,.,22,7.5,.,.,.
2018,"Effingham, IL",.,.,.,.,0.08,0.066,.,.,.,.,.,.,.,.
2018,"El Centro, CA",5.2,3.3,64,12,0.1,0.076,.,.,.,30,10.4,351,60,.
2018,"El Dorado, AR",.,.,.,.,.,.,.,.,.,25,8.8,.,.,.
2018,"Elizabethtown-Fort Knox, KY",.,.,.,.,0.08,0.067,.,.,.,17,8.1,.,.,.
2018,"Elkhart-Goshen, IN",.,.,.,.,0.08,0.07,.,.,.,20,7.9,.,.,.
2018,"Ellensburg, WA",.,.,.,.,.,.,.,.,.,47,7.1,.,.,.
2018,"El Paso, TX",4.9,2.3,61,11,0.1,0.078,.,.,.,25,8.5,114,34,0.01
2018,"Enid, OK",.,.,.,.,.,.,44,9,0,.,.,.,.,.
2018,"Erie, PA",0.8,0.5,.,.,0.07,0.062,.,.,.,.,.,32,11,.
2018,"Espa¤ola, NM",.,.,.,.,0.08,0.07,.,.,.,.,.,.,.,.
2018,"Eugene, OR",.,.,.,.,0.07,0.06,.,.,.,39,9,83,20,.
2018,"Eureka-Arcata-Fortuna, CA",1,0.8,21,2,0.05,0.049,1,1,0,30,7.7,55,18,.
2018,"Evanston, WY",.,.,11,2,0.07,0.068,.,.,.,.,.,67,11,.
2018,"Evansville, IN-KY",1.5,0.9,.,8,0.08,0.07,102,36,3,21,9.3,30,16,.
2018,"Fairbanks, AK",3.4,2,54,12,0.05,0.041,37,25,6,52,11,59,15,.
2018,"Fairmont, WV",.,.,.,.,.,.,.,.,.,15,7.4,.,.,.
2018,"Fallon, NV",.,.,.,.,0.09,0.074,.,.,.,.,.,.,.,.
2018,"Fargo, ND-MN",.,.,32,4,0.07,0.063,3,2,1,22,7,74,15,.
2018,"Farmington, MO",.,.,.,.,.,.,.,.,.,.,.,.,.,0.02
2018,"Farmington, NM",.,.,34,10,0.09,0.074,9,1,0,.,.,84,12,.
2018,"Fayetteville, NC",.,.,.,.,0.07,0.064,.,.,.,15,7.2,.,.,.
2018,"Fayetteville-Springdale-Rogers, AR-MO",.,.,.,.,0.07,0.065,.,.,.,25,8.4,40,17,.
2018,"Fernley, NV",.,.,.,.,0.08,0.073,.,.,.,.,.,.,.,.
2018,"Flagstaff, AZ",.,.,.,.,0.08,0.068,.,.,.,.,.,.,.,.
2018,"Flint, MI",.,.,.,.,0.08,0.069,.,.,.,17,7.3,.,.,.
2018,"Florence, SC",.,.,.,.,0.06,0.058,.,.,.,.,.,.,.,.
2018,"Florence-Muscle Shoals, AL",.,.,.,.,0.07,0.06,.,.,.,16,7.5,.,.,.
2018,"Fond du Lac, WI",.,.,.,.,0.07,0.066,.,.,.,.,.,.,.,.
2018,"Fort Collins, CO",2.3,1.6,.,.,0.1,0.081,.,.,.,20,7.7,51,20,.
2018,"Fort Madison-Keokuk, IA-IL-MO",.,.,.,.,.,.,.,.,.,20,9,.,.,.
2018,"Fort Payne, AL",.,.,.,.,0.07,0.064,.,.,.,16,7,.,.,.
2018,"Fort Smith, AR-OK",.,.,.,5,0.07,0.062,.,.,.,19,8.2,.,.,.
2018,"Fort Wayne, IN",.,.,.,.,0.08,0.072,.,.,.,21,8.8,.,.,.
2018,"Fresno, CA",2.1,1.8,63,21,0.11,0.088,6,2,1,66,17.1,120,45,.
2018,"Gadsden, AL",.,.,.,.,0.07,0.064,.,.,.,15,7.8,.,.,.
2018,"Gainesville, FL",.,.,.,.,0.07,0.062,.,.,.,.,.,.,.,.
2018,"Gardnerville Ranchos, NV",.,.,.,.,.,.,.,.,.,40,7.3,.,.,.
2018,"Georgetown, SC",.,.,.,.,.,.,.,.,.,.,.,47,17,.
2018,"Gettysburg, PA",0.5,0.4,.,1,0.08,0.068,.,.,.,.,.,.,.,.
2018,"Gillette, WY",.,.,30,5,0.07,0.064,.,.,.,21,4.7,113,27,.
2018,"Glenwood Springs, CO",.,.,.,5,0.09,0.074,.,.,.,16,4.8,62,18,.
2018,"Grand Island, NE",.,.,.,.,.,.,.,.,.,19,6.2,.,.,.
2018,"Grand Junction, CO",1.1,0.8,.,.,0.08,0.069,.,.,.,16,5.9,38,18,.
2018,"Grand Rapids-Wyoming, MI",1.4,0.9,.,.,0.09,0.073,13,3,0,19,8.2,30,14,0
2018,"Grants Pass, OR",.,.,.,.,.,.,.,.,.,75,12.2,.,.,.
2018,"Greeley, CO",1.3,0.9,.,.,0.09,0.073,.,.,.,24,9.6,48,23,.
2018,"Green Bay, WI",.,.,.,.,0.09,0.072,12,3,0,19,6.4,.,.,.
2018,"Greenfield Town, MA",.,.,.,.,0.08,0.066,.,.,.,18,5.8,.,.,.
2018,"Greensboro-High Point, NC",.,.,.,.,0.08,0.067,.,.,.,15,7.3,32,16,.
2018,"Greenville, NC",.,.,.,.,0.07,0.066,.,.,.,12,6.1,.,.,.
2018,"Greenville-Anderson-Mauldin, SC",.,.,39,8,0.07,0.062,2,1,0,18,7.7,.,.,.
2018,"Grenada, MS",.,.,.,.,.,.,.,.,.,17,7.1,.,.,.
2018,"Guayama, PR",.,.,.,.,.,.,7,7,1,.,.,.,.,.
2018,"Gulfport-Biloxi-Pascagoula, MS",.,.,28,4,0.09,0.068,6,3,1,18,8.5,.,.,.
2018,"Hagerstown-Martinsburg, MD-WV",.,.,.,.,0.07,0.066,.,.,.,22,8.1,.,.,.
2018,"Hammond, LA",.,.,.,.,.,.,.,.,.,25,7.9,.,.,.
2018,"Hanford-Corcoran, CA",.,.,51,9,0.09,0.08,.,.,.,82,18.6,209,59,.
2018,"Harrisburg-Carlisle, PA",.,.,.,.,0.08,0.068,.,.,.,26,9.7,35,13,.
2018,"Harrison, AR",.,.,.,.,0.07,0.062,.,.,.,.,.,.,.,.
2018,"Harrisonburg, VA",.,.,36,8,0.07,0.059,2,1,0,18,6.8,.,.,.
2018,"Hartford-West Hartford-East Hartford, CT",1.4,1,41,13,0.1,0.077,.,.,.,18,7.2,24,10,.
2018,"Hattiesburg, MS",.,.,.,.,.,.,.,.,.,23,9.5,.,.,.
2018,"Helena, MT",0.6,0.6,.,.,0.1,0.062,8,2,0,40,8.8,.,.,.
2018,"Hickory-Lenoir-Morganton, NC",.,.,.,.,0.07,0.065,.,.,.,18,8.1,.,.,.
2018,"Hilo, HI",.,.,.,.,.,.,1108,303,24,38,11.5,.,.,.
2018,"Hobbs, NM",.,.,36,5,0.09,0.076,.,.,.,18,8,.,.,.
2018,"Holland, MI",.,.,.,.,0.09,0.074,.,.,.,21,7.6,.,.,.
2018,"Homosassa Springs, FL",.,.,.,.,.,.,37,7,1,.,.,.,.,.
2018,"Hot Springs, AR",.,.,.,.,.,.,.,.,.,29,9,.,.,.
2018,"Houma-Thibodaux, LA",.,.,.,.,0.08,0.063,.,.,.,17,7.2,.,.,.
2018,"Houston-The Woodlands-Sugar Land, TX",2.6,1.5,52,12,0.13,0.088,24,4,0,33,11,102,32,.
2018,"Huntington, IN",.,.,.,.,0.07,0.066,.,.,.,.,.,.,.,.
2018,"Huntington-Ashland, WV-KY-OH",.,.,27,5,0.08,0.066,11,4,1,18,7.8,47,21,.
2018,"Huntsville, AL",.,.,.,.,0.08,0.065,.,.,.,16,7.6,33,15,.
2018,"Idaho Falls, ID",.,.,.,.,0.08,0.069,.,.,.,.,.,.,.,.
2018,"Indiana, PA",.,.,.,.,0.08,0.068,28,6,1,.,.,.,.,.
2018,"Indianapolis-Carmel-Anderson, IN",3.3,2.2,.,14,0.09,0.076,55,13,1,27,10.9,55,26,.
2018,"Ionia, MI",.,.,.,.,.,.,.,.,.,.,.,.,.,0.05
2018,"Iowa City, IA",.,.,.,.,.,.,.,.,.,19,8,.,.,.
2018,"Ithaca, NY",.,.,.,.,0.07,0.067,52,11,0,.,.,.,.,.
2018,"Jackson, MS",2,1.7,38,7,0.08,0.068,3,2,0,28,10.6,80,20,.
2018,"Jackson, TN",.,.,.,.,.,.,.,.,.,16,7,.,.,.
2018,"Jackson, WY-ID",0.4,0.4,.,.,0.07,0.064,.,.,.,20,3.7,41,13,.
2018,"Jacksonville, FL",1.7,1.2,41,11,0.08,0.061,40,8,2,17,8.7,46,18,.
2018,"Jamestown-Dunkirk-Fredonia, NY",.,.,.,.,0.08,0.071,3,1,0,17,6.6,.,.,.
2018,"Janesville-Beloit, WI",.,.,.,.,0.07,0.068,.,.,.,.,.,.,.,.
2018,"Jasper, IN",.,.,.,.,.,.,19,3,1,22,8.9,36,16,.
2018,"Jefferson City, MO",.,.,.,.,0.07,0.064,.,.,.,.,.,.,.,.
2018,"Johnstown, PA",1.2,1,34,5,0.07,0.059,17,4,1,.,.,.,.,.
2018,"Joplin, MO",.,.,.,.,0.07,0.067,.,.,.,.,.,91,23,.
2018,"Juneau, AK",.,.,.,.,.,.,.,.,.,22,6.9,.,.,.
2018,"Kahului-Wailuku-Lahaina, HI",.,.,.,.,.,.,.,.,.,11,4.5,.,.,.
2018,"Kalamazoo-Portage, MI",.,.,.,.,0.08,0.071,.,.,.,19,8.5,.,.,.
2018,"Kalispell, MT",.,.,.,.,0.07,0.055,.,.,.,49,10.1,135,26,.
2018,"Kansas City, MO-KS",1.9,1.1,48,12,0.1,0.074,6,3,1,18,9.6,60,25,.
2018,"Kapaa, HI",.,.,39,5,.,.,3,1,0,8,2.5,.,.,.
2018,"Keene, NH",.,.,.,.,0.07,0.061,.,.,.,17,6.1,.,.,.
2018,"Kennewick-Richland, WA",.,.,.,.,0.08,0.073,.,.,.,.,.,169,20,.
2018,"Killeen-Temple, TX",.,.,.,.,0.08,0.072,.,.,.,.,.,.,.,.
2018,"Kingsport-Bristol-Bristol, TN-VA",.,.,.,.,0.08,0.065,86,24,2,15,7.2,.,.,0
2018,"Kinston, NC",.,.,.,.,0.07,0.064,.,.,.,.,.,.,.,.
2018,"Klamath Falls, OR",.,.,.,.,.,.,.,.,.,146,18.6,.,.,.
2018,"Knoxville, TN",0.3,0.3,5,1,0.08,0.067,6,2,1,19,9.4,39,17,0.06
2018,"Kokomo, IN",.,.,.,.,0.08,0.072,.,.,.,17,7.8,.,.,.
2018,"Laconia, NH",.,.,.,.,0.07,0.056,.,.,.,12,4.5,.,.,.
2018,"La Crosse-Onalaska, WI-MN",.,.,.,.,0.07,0.062,.,.,.,21,7.7,.,.,.
2018,"Lafayette, LA",.,.,.,.,0.07,0.065,.,.,.,22,8.4,108,17,.
2018,"Lafayette-West Lafayette, IN",.,.,.,.,0.08,0.066,.,.,.,19,8.4,.,.,.
2018,"La Grande, OR",.,.,.,.,.,.,.,.,.,.,.,51,17,.
2018,"Lake Charles, LA",.,.,42,8,0.08,0.069,31,8,1,25,7.9,.,.,.
2018,"Lake City, FL",.,.,.,.,0.07,0.063,.,.,.,.,.,.,.,.
2018,"Lake Havasu City-Kingman, AZ",.,.,.,.,.,.,.,.,.,.,.,102,20,.
2018,"Lakeland-Winter Haven, FL",.,.,.,.,0.08,0.066,16,3,1,13,7.2,.,.,.
2018,"Lancaster, PA",.,.,.,.,0.09,0.069,.,.,.,24,9.5,38,14,0.06
2018,"Lansing-East Lansing, MI",.,.,.,.,0.08,0.071,.,.,.,.,.,.,.,.
2018,"Laramie, WY",.,.,.,.,0.08,0.07,.,.,.,18,5,113,25,.
2018,"Laredo, TX",2.7,1.5,.,.,0.06,0.058,.,.,.,.,.,.,.,.
2018,"Las Cruces, NM",.,.,47,7,0.1,0.081,.,.,.,29,9.4,325,37,.
2018,"Las Vegas-Henderson-Paradise, NV",3.9,2.8,59,27,0.09,0.077,.,.,.,27,10,115,32,.
2018,"Lawrenceburg, TN",.,.,.,.,.,.,.,.,.,15,7,.,.,.
2018,"Lawton, OK",.,.,.,.,0.08,0.072,.,.,.,18,7.1,.,.,.
2018,"Lebanon, PA",.,.,.,.,0.08,0.07,.,.,.,23,8.7,.,.,.
2018,"Lewiston-Auburn, ME",.,.,.,.,0.07,0.059,.,.,.,15,5.2,27,12,.
2018,"Lexington-Fayette, KY",.,.,31,3,0.07,0.063,5,1,0,.,.,51,15,.
2018,"Lima, OH",.,.,.,.,0.08,0.075,4,1,0,18,8.6,.,.,.
2018,"Lincoln, NE",.,.,.,.,0.07,0.062,10,4,0,19,7.1,.,.,.
2018,"Little Rock-North Little Rock-Conway, AR",1.1,0.8,42,7,0.08,0.067,6,3,1,25,10.3,51,19,.
2018,"Logan, UT-ID",.,.,30,4,0.08,0.069,.,.,.,49,9,58,20,.
2018,"Longview, TX",.,.,19,4,0.09,0.068,109,27,2,.,.,.,.,.
2018,"Los Angeles-Long Beach-Anaheim, CA",4.4,3.1,79,22,0.13,0.102,9,2,1,42,13.4,90,33,0.06
2018,"Louisville/Jefferson County, KY-IN",1.5,1,46,15,0.1,0.077,16,4,1,26,10.3,40,17,.
2018,"Ludington, MI",.,.,.,.,0.08,0.068,.,.,.,.,.,.,.,.
2018,"Lynchburg, VA",.,.,.,.,.,.,.,.,.,14,6.4,.,.,.
2018,"Macon, GA",.,.,.,.,0.08,0.064,3,2,1,19,8.5,.,.,.
2018,"Madera, CA",1.8,1,33,6,0.1,0.076,.,.,.,82,14,140,40,.
2018,"Madison, WI",.,.,.,.,0.08,0.066,3,1,0,23,8.6,.,.,.
2018,"Malone, NY",.,.,.,.,.,.,1,1,0,.,.,.,.,.
2018,"Manchester-Nashua, NH",0.3,0.3,.,.,0.08,0.066,3,2,1,12,3.2,.,.,.
2018,"Manitowoc, WI",.,.,.,.,0.1,0.076,.,.,.,.,.,.,.,.
2018,"Marietta, OH",.,.,.,.,0.08,0.066,.,.,.,.,.,.,.,0
2018,"Marion, OH",.,.,.,.,.,.,.,.,.,.,.,.,.,0.02
2018,"Marshall, MN",.,.,.,.,0.07,0.061,.,.,.,14,6.1,.,.,.
2018,"Marshall, TX",.,.,15,2,0.08,0.061,45,9,1,21,8.4,.,.,.
2018,"Mason City, IA",.,.,.,.,.,.,.,.,.,.,.,50,19,.
2018,"McAlester, OK",.,.,.,.,0.08,0.069,.,.,.,25,7.8,.,.,0
2018,"McAllen-Edinburg-Mission, TX",.,.,.,.,0.07,0.059,.,.,.,26,9,77,25,.
2018,"Medford, OR",.,.,.,.,0.09,0.074,.,.,.,.,.,.,.,.
2018,"Memphis, TN-MS-AR",1.5,0.9,38,10,0.09,0.073,3,1,0,24,9.1,64,15,.
2018,"Merced, CA",.,.,36,7,0.1,0.079,.,.,.,56,15.1,80,34,.
2018,"Meridian, MS",.,.,.,.,0.07,0.062,.,.,.,.,.,.,.,.
2018,"Miami, OK",.,.,.,.,0.07,0.063,.,.,.,.,.,52,17,0.02
2018,"Miami-Fort Lauderdale-West Palm Beach, FL",1.7,1.1,46,15,0.08,0.066,1,0,0,17,8.2,47,16,.
2018,"Michigan City-La Porte, IN",.,.,.,.,0.1,0.082,.,.,.,.,.,.,.,.
2018,"Middlesborough, KY",.,.,.,.,0.07,0.061,.,.,.,16,7.6,.,.,.
2018,"Milwaukee-Waukesha-West Allis, WI",1,0.8,47,14,0.1,0.073,4,1,0,25,9.4,40,16,.
2018,"Minneapolis-St. Paul-Bloomington, MN-WI",17.9,3.9,45,13,0.09,0.069,17,6,1,28,8.9,144,35,0.08
2018,"Minot, ND",.,.,12,2,0.07,0.061,8,4,1,26,5.7,56,9,.
2018,"Missoula, MT",.,.,.,.,.,.,.,.,.,29,8,63,17,.
2018,"Mobile, AL",.,.,.,.,0.08,0.065,10,3,0,17,8.1,.,.,.
2018,"Modesto, CA",2.5,1.9,47,10,0.1,0.084,.,.,.,100,17.2,184,36,.
2018,"Monroe, LA",.,.,.,.,0.06,0.057,.,.,.,24,7.9,.,.,.
2018,"Monroe, MI",.,.,.,.,.,.,4,2,1,.,.,50,17,.
2018,"Montgomery, AL",.,.,.,.,0.07,0.062,.,.,.,18,8.5,49,15,.
2018,"Montrose, CO",.,.,.,.,0.07,0.065,.,.,.,.,.,.,.,.
2018,"Morgantown, WV",.,.,.,.,0.07,0.062,.,.,.,.,.,.,.,.
2018,"Morristown, TN",.,.,.,.,0.08,0.067,.,.,.,.,.,.,.,.
2018,"Mount Pleasant, TX",.,.,.,.,.,.,20,3,0,.,.,.,.,.
2018,"Mount Vernon, IL",.,.,.,.,0.08,0.069,.,.,.,21,8.9,.,.,.
2018,"Mount Vernon, OH",.,.,.,.,0.08,0.066,.,.,.,.,.,.,.,.
2018,"Mount Vernon-Anacortes, WA",.,.,.,.,0.05,0.041,2,1,0,28,6.3,.,.,.
2018,"Muncie, IN",.,.,.,.,0.08,0.07,.,.,.,19,8.3,.,.,0.03
2018,"Muscatine, IA",.,.,.,.,.,.,24,9,1,23,8.8,47,19,.
2018,"Muskegon, MI",.,.,.,.,0.1,0.08,.,.,.,.,.,.,.,.
2018,"Muskogee, OK",.,.,.,.,.,.,31,9,1,.,.,155,28,.
