,Lat,Lon,City,Operator,Date
174,38.8467,-77.073,"Arlington, VA",Lime,2021-05-17
175,38.8972,-77.0734,"Arlington, VA",Lime,2021-05-17
176,38.8444,-77.0735,"Arlington, VA",Lime,2021-05-17
177,38.896,-77.0738,"Arlington, VA",Lime,2021-05-17
178,38.8959,-77.0738,"Arlington, VA",Lime,2021-05-17
179,38.8938,-77.074,"Arlington, VA",Lime,2021-05-17
180,38.8941,-77.0741,"Arlington, VA",Lime,2021-05-17
181,38.8488,-77.0742,"Arlington, VA",Lime,2021-05-17
182,38.8918,-77.0763,"Arlington, VA",Lime,2021-05-17
183,38.8988,-77.0774,"Arlington, VA",Lime,2021-05-17
184,38.8885,-77.0786,"Arlington, VA",Lime,2021-05-17
185,38.8877,-77.0788,"Arlington, VA",Lime,2021-05-17
186,38.8967,-77.0788,"Arlington, VA",Lime,2021-05-17
187,38.8902,-77.0823,"Arlington, VA",Lime,2021-05-17
188,38.8894,-77.0827,"Arlington, VA",Lime,2021-05-17
189,38.8975,-77.093,"Arlington, VA",Lime,2021-05-17
190,38.8861,-77.0969,"Arlington, VA",Lime,2021-05-17
191,38.8886,-77.0971,"Arlington, VA",Lime,2021-05-17
192,38.8869,-77.0975,"Arlington, VA",Lime,2021-05-17
193,38.8839,-77.0991,"Arlington, VA",Lime,2021-05-17
194,38.884,-77.0991,"Arlington, VA",Lime,2021-05-17
195,38.8966,-77.1009,"Arlington, VA",Lime,2021-05-17
196,38.8503,-77.101,"Arlington, VA",Lime,2021-05-17
197,38.8847,-77.1011,"Arlington, VA",Lime,2021-05-17
198,38.8876,-77.1011,"Arlington, VA",Lime,2021-05-17
199,38.8971,-77.1032,"Arlington, VA",Lime,2021-05-17
200,38.8863,-77.1036,"Arlington, VA",Lime,2021-05-17
201,38.8814,-77.1038,"Arlington, VA",Lime,2021-05-17
202,38.8993,-77.1063,"Arlington, VA",Lime,2021-05-17
203,38.8862,-77.1064,"Arlington, VA",Lime,2021-05-17
204,38.8796,-77.1074,"Arlington, VA",Lime,2021-05-17
205,38.8764,-77.1077,"Arlington, VA",Lime,2021-05-17
206,38.8763,-77.1084,"Arlington, VA",Lime,2021-05-17
207,38.8798,-77.109,"Arlington, VA",Lime,2021-05-17
208,38.8693,-77.1096,"Arlington, VA",Lime,2021-05-17
209,38.8837,-77.1096,"Arlington, VA",Lime,2021-05-17
210,38.8718,-77.1098,"Arlington, VA",Lime,2021-05-17
211,38.8814,-77.1098,"Arlington, VA",Lime,2021-05-17
212,38.8969,-77.1099,"Arlington, VA",Lime,2021-05-17
213,38.8715,-77.1102,"Arlington, VA",Lime,2021-05-17
214,38.8757,-77.1114,"Arlington, VA",Lime,2021-05-17
215,38.8787,-77.1124,"Arlington, VA",Lime,2021-05-17
216,38.8867,-77.1133,"Arlington, VA",Lime,2021-05-17
217,38.8846,-77.1137,"Arlington, VA",Lime,2021-05-17
218,38.856,-77.1162,"Arlington, VA",Lime,2021-05-17
219,38.882,-77.1175,"Arlington, VA",Lime,2021-05-17
220,38.8516,-77.1178,"Arlington, VA",Lime,2021-05-17
221,38.8579,-77.1201,"Arlington, VA",Lime,2021-05-17
222,38.8578,-77.1202,"Arlington, VA",Lime,2021-05-17
223,38.8983,-77.1205,"Arlington, VA",Lime,2021-05-17
224,38.8787,-77.1208,"Arlington, VA",Lime,2021-05-17
225,38.8874,-77.0862,"Arlington, VA",Lime,2021-05-17
226,38.8903,-77.0864,"Arlington, VA",Lime,2021-05-17
227,38.8864,-77.0868,"Arlington, VA",Lime,2021-05-17
228,38.886,-77.087,"Arlington, VA",Lime,2021-05-17
229,38.8931,-77.087,"Arlington, VA",Lime,2021-05-17
230,38.8661,-77.087,"Arlington, VA",Lime,2021-05-17
231,38.8932,-77.0871,"Arlington, VA",Lime,2021-05-17
232,38.8907,-77.0874,"Arlington, VA",Lime,2021-05-17
233,38.8749,-77.0875,"Arlington, VA",Lime,2021-05-17
234,38.8863,-77.088,"Arlington, VA",Lime,2021-05-17
235,38.887,-77.0885,"Arlington, VA",Lime,2021-05-17
236,38.8971,-77.0888,"Arlington, VA",Lime,2021-05-17
237,38.8466,-77.0897,"Arlington, VA",Lime,2021-05-17
238,38.889,-77.0902,"Arlington, VA",Lime,2021-05-17
239,38.8808,-77.0908,"Arlington, VA",Lime,2021-05-17
240,38.8885,-77.0909,"Arlington, VA",Lime,2021-05-17
241,38.8976,-77.091,"Arlington, VA",Lime,2021-05-17
242,38.9008,-77.091,"Arlington, VA",Lime,2021-05-17
243,38.8885,-77.0912,"Arlington, VA",Lime,2021-05-17
244,38.8761,-77.0923,"Arlington, VA",Lime,2021-05-17
245,38.8498,-77.0928,"Arlington, VA",Lime,2021-05-17
246,38.8873,-77.093,"Arlington, VA",Lime,2021-05-17
247,38.8946,-77.0932,"Arlington, VA",Lime,2021-05-17
248,38.8959,-77.0933,"Arlington, VA",Lime,2021-05-17
249,38.8945,-77.0933,"Arlington, VA",Lime,2021-05-17
250,38.8871,-77.0937,"Arlington, VA",Lime,2021-05-17
251,38.8899,-77.0943,"Arlington, VA",Lime,2021-05-17
252,38.8478,-77.0944,"Arlington, VA",Lime,2021-05-17
253,38.8789,-77.0948,"Arlington, VA",Lime,2021-05-17
254,38.8473,-77.0953,"Arlington, VA",Lime,2021-05-17
255,38.8876,-77.0959,"Arlington, VA",Lime,2021-05-17
256,38.8908,-77.0959,"Arlington, VA",Lime,2021-05-17
257,38.8875,-77.096,"Arlington, VA",Lime,2021-05-17
258,38.8969,-77.0967,"Arlington, VA",Lime,2021-05-17
259,38.8938,-77.0978,"Arlington, VA",Lime,2021-05-17
260,38.8839,-77.0991,"Arlington, VA",Lime,2021-05-17
261,38.8991,-77.1055,"Arlington, VA",Lime,2021-05-17
262,38.8724,-77.1058,"Arlington, VA",Lime,2021-05-17
263,38.8805,-77.1065,"Arlington, VA",Lime,2021-05-17
264,38.884,-77.1068,"Arlington, VA",Lime,2021-05-17
265,38.8783,-77.1078,"Arlington, VA",Lime,2021-05-17
266,38.8784,-77.1079,"Arlington, VA",Lime,2021-05-17
267,38.8961,-77.1079,"Arlington, VA",Lime,2021-05-17
268,38.886,-77.1122,"Arlington, VA",Lime,2021-05-17
269,38.8575,-77.1252,"Arlington, VA",Lime,2021-05-17
270,38.8832,-77.1355,"Arlington, VA",Lime,2021-05-17
271,38.8782,-77.1457,"Arlington, VA",Lime,2021-05-17
272,39.3045,-76.5376,"Baltimore, MD",Lime,2021-05-17
273,39.3519,-76.5618,"Baltimore, MD",Lime,2021-05-17
274,39.3729,-76.5619,"Baltimore, MD",Lime,2021-05-17
275,39.3529,-76.5623,"Baltimore, MD",Lime,2021-05-17
276,39.2353,-76.5055,"Baltimore, MD",Lime,2021-05-17
277,39.282,-76.5086,"Baltimore, MD",Lime,2021-05-17
278,39.26,-76.5271,"Baltimore, MD",Lime,2021-05-17
279,39.3161,-76.5445,"Baltimore, MD",Lime,2021-05-17
280,39.3161,-76.5445,"Baltimore, MD",Lime,2021-05-17
281,39.3204,-76.552,"Baltimore, MD",Lime,2021-05-17
282,39.2828,-76.5558,"Baltimore, MD",Lime,2021-05-17
283,39.2659,-76.562,"Baltimore, MD",Lime,2021-05-17
284,39.2792,-76.5639,"Baltimore, MD",Lime,2021-05-17
285,39.2792,-76.5644,"Baltimore, MD",Lime,2021-05-17
286,39.2755,-76.5652,"Baltimore, MD",Lime,2021-05-17
287,39.2864,-76.5672,"Baltimore, MD",Lime,2021-05-17
288,39.285,-76.5688,"Baltimore, MD",Lime,2021-05-17
289,39.2825,-76.5688,"Baltimore, MD",Lime,2021-05-17
290,39.2684,-76.5689,"Baltimore, MD",Lime,2021-05-17
291,39.2684,-76.5689,"Baltimore, MD",Lime,2021-05-17
292,39.2833,-76.5699,"Baltimore, MD",Lime,2021-05-17
293,39.2912,-76.5699,"Baltimore, MD",Lime,2021-05-17
294,39.2876,-76.5706,"Baltimore, MD",Lime,2021-05-17
295,39.29,-76.5719,"Baltimore, MD",Lime,2021-05-17
296,39.2967,-76.5726,"Baltimore, MD",Lime,2021-05-17
297,39.2867,-76.5731,"Baltimore, MD",Lime,2021-05-17
298,39.2844,-76.5736,"Baltimore, MD",Lime,2021-05-17
299,39.2844,-76.5737,"Baltimore, MD",Lime,2021-05-17
